name,rank,year,industry,sector,headquarters_state,headquarters_city,market_value_mil,revenue_mil,profit_mil,asset_mil,employees,founder_is_ceo,female_ceo,newcomer_to_fortune_500,global_500
"Marsh & McLennan Companies, Inc.",220,2008,Diversified Financials,Financials,NY,New York,15835.0,12148.0,948.0,19067.0,25332.0,no,no,no,no
Devon Energy Corporation,221,2008,"Mining, Crude-Oil Production",Financials,OK,Oklahoma City,15835.0,12143.0,948.0,19067.0,25332.0,no,no,no,no
"Smithfield Foods, Inc.",222,2008,Food Production,Financials,VA,Smithfield,15835.0,11932.6,948.0,19067.0,25332.0,no,no,no,no
Masco Corporation,223,2008,"Home Equipment, Furnishings",Financials,MI,Taylor,15835.0,11833.0,948.0,19067.0,25332.0,no,no,no,no
Dean Foods Company,224,2008,Food Consumer Products,Financials,TX,Dallas,15835.0,11821.9,948.0,19067.0,25332.0,no,no,no,no
State Street Corporation,225,2008,Commercial Banks,Financials,MA,Boston,15835.0,11818.0,948.0,19067.0,25332.0,no,no,no,no
National City Corporation,226,2008,Commercial Banks,Financials,OH,Cleveland,15835.0,11791.3,948.0,19067.0,25332.0,no,no,no,no
Kellogg Company,227,2008,Food Consumer Products,Financials,MI,Battle Creek,15835.0,11776.0,948.0,19067.0,25332.0,no,no,no,no
"US Airways Group, Inc.",228,2008,Airlines,Financials,AZ,Tempe,15835.0,11700.0,948.0,19067.0,25332.0,no,no,no,no
R.R. Donnelley & Sons Company,229,2008,"Publishing, Printing",Financials,IL,Chicago,15835.0,11587.1,948.0,19067.0,25332.0,no,no,no,no
"Knight, Inc.",230,2008,Pipelines,Financials,TX,Houston,15835.0,11505.7,948.0,19067.0,25332.0,no,no,no,no
Entergy Corporation,231,2008,Utilities: Gas and Electric,Financials,LA,New Orleans,15835.0,11484.4,948.0,19067.0,25332.0,no,no,no,no
Sempra Energy,232,2008,Utilities: Gas and Electric,Financials,CA,San Diego,15835.0,11448.0,948.0,19067.0,25332.0,no,no,no,no
"Genworth Financial , Inc.",233,2008,"Insurance: Life, Health (Stock)",Financials,VA,Richmond,15835.0,11443.0,948.0,19067.0,25332.0,no,no,no,no
Visteon Corporation,234,2008,Motor Vehicles & Parts,Financials,MI,Van Buren Township,15835.0,11316.0,948.0,19067.0,25332.0,no,no,no,no
"D.R. Horton, Inc.",235,2008,Homebuilders,Financials,TX,Fort Worth,15835.0,11296.5,948.0,19067.0,25332.0,no,no,no,no
Baxter International Inc.,236,2008,Medical Products and Equipment,Financials,IL,Deerfield,15835.0,11263.0,948.0,19067.0,25332.0,no,no,no,no
"Reliant Energy, Inc.",237,2008,Energy,Financials,TX,Houston,15835.0,11208.7,948.0,19067.0,25332.0,no,no,no,no
Eastman Kodak Company,238,2008,"Scientific, Photographic and Control Equipment",Financials,NY,Rochester,15835.0,11203.0,948.0,19067.0,25332.0,no,no,no,no
Danaher Corporation,239,2008,"Scientific, Photographic and Control Equipment",Financials,DC,Washington,15835.0,11107.1,948.0,19067.0,25332.0,no,no,no,no
DISH Network Corporation,240,2008,Telecommunications,Financials,CO,Englewood,15835.0,11090.4,948.0,19067.0,25332.0,no,no,no,no
Trane Inc.,241,2008,Industrial and Farm Equipment,Financials,NJ,Piscataway,15835.0,10915.1,948.0,19067.0,25332.0,no,no,no,no
"Principal Financial Group, Inc.",242,2008,"Insurance: Life, Health (Stock)",Financials,IA,Des Moines,15835.0,10906.8,948.0,19067.0,25332.0,no,no,no,no
Genuine Parts Company,243,2008,Wholesalers: Diversified,Financials,GA,Atlanta,15835.0,10843.2,948.0,19067.0,25332.0,no,no,no,no
"Harrah's Entertainment, Inc.",244,2008,"Hotels, Casinos, Resorts",Financials,NV,Las Vegas,15835.0,10825.4,948.0,19067.0,25332.0,no,no,no,no
Regions Financial Corporation,245,2008,Commercial Banks,Financials,AL,Birmingham,15835.0,10753.8,948.0,19067.0,25332.0,no,no,no,no
Lincoln National Corporation,246,2008,"Insurance: Life, Health (Stock)",Financials,PA,Radnor,15835.0,10738.0,948.0,19067.0,25332.0,no,no,no,no
Parker-Hannifin Corporation,247,2008,Industrial and Farm Equipment,Financials,OH,Cleveland,15835.0,10718.1,948.0,19067.0,25332.0,no,no,no,no
"Progress Energy, Inc.",248,2008,Utilities: Gas and Electric,Financials,NC,Raleigh,15835.0,10714.0,948.0,19067.0,25332.0,no,no,no,no
Huntsman Corporation,249,2008,Chemicals,Financials,UT,Salt Lake City,15835.0,10713.4,948.0,19067.0,25332.0,no,no,no,no
BB&T Corporation,250,2008,Commercial Banks,Financials,NC,Winston-Salem,15835.0,10668.0,948.0,19067.0,25332.0,no,no,no,no
Unum Group,251,2008,"Insurance: Life, Health (Stock)",Financials,TN,Chattanooga,15835.0,10567.1,948.0,19067.0,25332.0,no,no,no,no
Baker Hughes Incorporated,252,2008,"Oil and Gas Equipment, Services",Financials,TX,Houston,15835.0,10428.2,948.0,19067.0,25332.0,no,no,no,no
"Yum! Brands, Inc.",253,2008,Food Services,Financials,KY,Louisville,15835.0,10416.0,948.0,19067.0,25332.0,no,no,no,no
"Integrys Energy Group, Inc.",254,2008,Energy,Financials,IL,Chicago,15835.0,10408.1,948.0,19067.0,25332.0,no,no,no,no
Sanmina-SCI Corporation,255,2008,Semiconductors and Other Electronic Components,Financials,CA,San Jose,15835.0,10384.3,948.0,19067.0,25332.0,no,no,no,no
Lennar Corporation,256,2008,Homebuilders,Financials,FL,Miami,15835.0,10186.8,948.0,19067.0,25332.0,no,no,no,no
"Limited Brands, Inc.",257,2008,Specialty Retailers,Financials,OH,Columbus,15835.0,10134.2,948.0,19067.0,25332.0,no,no,no,no
"Air Products & Chemicals, Inc.",258,2008,Chemicals,Financials,PA,Allentown,15835.0,10125.0,948.0,19067.0,25332.0,no,no,no,no
Guardian Life Ins. Co. of America,259,2008,"Insurance: Life, Health (Mutual)",Financials,NY,New York,15835.0,10070.7,948.0,19067.0,25332.0,no,no,no,no
Xcel Energy Inc.,260,2008,Utilities: Gas and Electric,Financials,MN,Minneapolis,15835.0,10034.2,948.0,19067.0,25332.0,no,no,no,no
CSX Corporation,261,2008,Railroads,Financials,FL,Jacksonville,15835.0,10030.0,948.0,19067.0,25332.0,no,no,no,no
Apache Corporation,262,2008,"Mining, Crude-Oil Production",Financials,TX,Houston,15835.0,9977.9,948.0,19067.0,25332.0,no,no,no,no
Aon Corporation,263,2008,Diversified Financials,Financials,IL,Chicago,15835.0,9973.0,948.0,19067.0,25332.0,no,no,no,no
The PNC Financial Services Group Inc.,264,2008,Commercial Banks,Financials,PA,Pittsburgh,15835.0,9956.0,948.0,19067.0,25332.0,no,no,no,no
"Avon Products, Inc.",265,2008,Household and Personal Products,Financials,NY,New York,15835.0,9938.7,948.0,19067.0,25332.0,no,no,no,no
Coventry Health Care Inc.,266,2008,Health Care: Insurance and Managed Care,Financials,MD,Bethesda,15835.0,9879.5,948.0,19067.0,25332.0,no,no,no,no
Southwest Airlines Co.,267,2008,Airlines,Financials,TX,Dallas,15835.0,9861.0,948.0,19067.0,25332.0,no,no,no,no
"National Oilwell Varco, Inc.",268,2008,"Oil and Gas Equipment, Services",Financials,TX,Houston,15835.0,9789.0,948.0,19067.0,25332.0,no,no,no,no
Thermo Fisher Scientific Inc.,269,2008,"Scientific, Photographic and Control Equipment",Financials,MA,Waltham,15835.0,9746.4,948.0,19067.0,25332.0,no,no,no,no
"Applied Materials, Inc.",270,2008,Semiconductors and Other Electronic Components,Financials,CA,Santa Clara,15835.0,9734.9,948.0,19067.0,25332.0,no,no,no,no
"CenterPoint Energy, Inc.",271,2008,Utilities: Gas and Electric,Financials,TX,Houston,15835.0,9623.0,948.0,19067.0,25332.0,no,no,no,no
YRC Worldwide Inc.,272,2008,"Trucking, Truck Leasing",Financials,KS,Overland Park,15835.0,9621.3,948.0,19067.0,25332.0,no,no,no,no
DTE Energy Company,273,2008,Utilities: Gas and Electric,Financials,MI,Detroit,15835.0,9575.0,948.0,19067.0,25332.0,no,no,no,no
Dollar General Corporation,274,2008,General Merchandisers,Financials,TN,Goodlettsville,15835.0,9495.2,948.0,19067.0,25332.0,no,no,no,no
Liberty Media Corporation,275,2008,Internet Services and Retailing,Financials,CO,Englewood,15835.0,9482.0,948.0,19067.0,25332.0,no,no,no,no
Norfolk Southern Corporation,276,2008,Railroads,Financials,VA,Norfolk,15835.0,9432.0,948.0,19067.0,25332.0,no,no,no,no
Starbucks Corporation,277,2008,Food Services,Financials,WA,Seattle,15835.0,9411.5,948.0,19067.0,25332.0,no,no,no,no
"Praxair, Inc.",278,2008,Chemicals,Financials,CT,Danbury,15835.0,9402.0,948.0,19067.0,25332.0,no,no,no,no
"Pepco Holdings, Inc.",279,2008,Utilities: Gas and Electric,Financials,DC,Washington,15835.0,9366.4,948.0,19067.0,25332.0,no,no,no,no
Tenet Healthcare Corporation,280,2008,Health Care: Medical Facilities,Financials,TX,Dallas,15835.0,9358.0,948.0,19067.0,25332.0,no,no,no,no
"Automatic Data Processing, Inc.",281,2008,Payroll Services,Financials,NJ,Roseland,15835.0,9318.7,948.0,19067.0,25332.0,no,no,no,no
"Pulte Homes, Inc.",282,2008,Homebuilders,Financials,MI,Bloomfield Hills,15835.0,9263.1,948.0,19067.0,25332.0,no,no,no,no
Dana Holding Corporation,283,2008,Motor Vehicles & Parts,Financials,OH,Toledo,15835.0,9216.0,948.0,19067.0,25332.0,no,no,no,no
"KBR, Inc.",284,2008,Engineering & Construction,Financials,TX,Houston,15835.0,9194.0,948.0,19067.0,25332.0,no,no,no,no
ITT Corporation,285,2008,Industrial and Farm Equipment,Financials,NY,White Plains,15835.0,9181.1,948.0,19067.0,25332.0,no,no,no,no
SLM Corporation,286,2008,Diversified Financials,Financials,VA,Reston,15835.0,9171.1,948.0,19067.0,25332.0,no,no,no,no
Terex Corporation,287,2008,Industrial and Farm Equipment,Financials,CT,Westport,15835.0,9137.7,948.0,19067.0,25332.0,no,no,no,no
OfficeMax Incorporated,288,2008,Specialty Retailers,Financials,IL,Naperville,15835.0,9082.0,948.0,19067.0,25332.0,no,no,no,no
"SAIC, Inc.",289,2008,Information Technology Services,Financials,CA,San Diego,15835.0,9041.0,948.0,19067.0,25332.0,no,no,no,no
Reynolds American Inc.,290,2008,Tobacco,Financials,NC,Winston-Salem,15835.0,9023.0,948.0,19067.0,25332.0,no,no,no,no
"BJ's Wholesale Club, Inc.",291,2008,Specialty Retailers,Financials,MA,Natick,15835.0,9005.0,948.0,19067.0,25332.0,no,no,no,no
"Liberty Global, Inc.",292,2008,Telecommunications,Financials,CO,Englewood,15835.0,9003.3,948.0,19067.0,25332.0,no,no,no,no
H.J. Heinz Company,293,2008,Food Consumer Products,Financials,PA,Pittsburgh,15835.0,9001.6,948.0,19067.0,25332.0,no,no,no,no
"Land O'Lakes, Inc.",294,2008,Food Consumer Products,Financials,MN,Arden Hills,15835.0,8924.9,948.0,19067.0,25332.0,no,no,no,no
Rohm and Haas Company,295,2008,Chemicals,Financials,PA,Philadelphia,15835.0,8911.0,948.0,19067.0,25332.0,no,no,no,no
"Ameriprise Financial, Inc.",296,2008,Diversified Financials,Financials,MN,Minneapolis,15835.0,8909.0,948.0,19067.0,25332.0,no,no,no,no
"Qualcomm, Inc.",297,2008,Network and Other Communications Equipment,Financials,CA,San Diego,15835.0,8871.0,948.0,19067.0,25332.0,no,no,no,no
"Sonic Automotive, Inc.",298,2008,"Automotive Retailing, Services",Financials,NC,Charlotte,15835.0,8849.1,948.0,19067.0,25332.0,no,no,no,no
"Nordstrom, Inc.",299,2008,General Merchandisers,Financials,WA,Seattle,15835.0,8828.0,948.0,19067.0,25332.0,no,no,no,no
ALLTEL Corporation,300,2008,Telecommunications,Financials,AR,Little Rock,15835.0,8811.3,948.0,19067.0,25332.0,no,no,no,no
"ArvinMeritor, Inc.",301,2008,Motor Vehicles & Parts,Financials,MI,Troy,15835.0,8778.0,948.0,19067.0,25332.0,no,no,no,no
"Smith International, Inc.",302,2008,"Oil and Gas Equipment, Services",Financials,TX,Houston,15835.0,8764.3,948.0,19067.0,25332.0,no,no,no,no
Commercial Metals Company,303,2008,Metals,Financials,TX,Irving,15835.0,8751.2,948.0,19067.0,25332.0,no,no,no,no
"Hertz Global Holdings, Inc.",304,2008,"Automotive Retailing, Services",Financials,NJ,Park Ridge,15835.0,8685.6,948.0,19067.0,25332.0,no,no,no,no
Monsanto Company,305,2008,Chemicals,Financials,MO,St. Louis,15835.0,8607.0,948.0,19067.0,25332.0,no,no,no,no
"CIT Group, Inc.",306,2008,Diversified Financials,Financials,NY,New York,15835.0,8605.0,948.0,19067.0,25332.0,no,no,no,no
Fifth Third Bancorp,307,2008,Commercial Banks,Financials,OH,Cincinnati,15835.0,8494.0,948.0,19067.0,25332.0,no,no,no,no
Jacobs Engineering Group Inc.,308,2008,Engineering & Construction,Financials,CA,Pasadena,15835.0,8474.0,948.0,19067.0,25332.0,no,no,no,no
"Assurant, Inc.",309,2008,Insurance: Property and Casualty (Stock),Financials,NY,New York,15835.0,8453.5,948.0,19067.0,25332.0,no,no,no,no
Boston Scientific Corporation,310,2008,Medical Products and Equipment,Financials,MA,Natick,15835.0,8357.0,948.0,19067.0,25332.0,no,no,no,no
"Fortune Brands, Inc.",311,2008,"Home Equipment, Furnishings",Financials,IL,Deerfield,15835.0,8291.4,948.0,19067.0,25332.0,no,no,no,no
The First American Corporation,312,2008,Insurance: Property and Casualty (Stock),Financials,CA,Santa Ana,15835.0,8195.6,948.0,19067.0,25332.0,no,no,no,no
Virgin Media Inc.,313,2008,Telecommunications,Financials,NY,New York,15835.0,8152.5,948.0,19067.0,25332.0,no,no,no,no
"Owens-Illinois, Inc.",314,2008,"Packaging, Containers",Financials,OH,Perrysburg,15835.0,8134.1,948.0,19067.0,25332.0,no,no,no,no
First Data Corporation,315,2008,Financial Data Services,Financials,CO,Greenwood Village,15835.0,8051.4,948.0,19067.0,25332.0,no,no,no,no
The Sherwin-Williams Company,316,2008,Chemicals,Financials,OH,Cleveland,15835.0,8005.3,948.0,19067.0,25332.0,no,no,no,no
Energy Future Holdings Corp.,317,2008,Energy,Financials,TX,Dallas,15835.0,7992.0,948.0,19067.0,25332.0,no,no,no,no
Calpine Corporation,318,2008,Energy,Financials,CA,San Jose,15835.0,7970.0,948.0,19067.0,25332.0,no,no,no,no
NiSource Inc.,319,2008,Utilities: Gas and Electric,Financials,IN,Merrillville,15835.0,7941.5,948.0,19067.0,25332.0,no,no,no,no
Campbell Soup Co.,320,2008,Food Consumer Products,Financials,NJ,Camden,15835.0,7883.0,948.0,19067.0,25332.0,no,no,no,no
KeyCorp,321,2008,Commercial Banks,Financials,OH,Cleveland,15835.0,7873.0,948.0,19067.0,25332.0,no,no,no,no
Ashland Inc.,322,2008,Chemicals,Financials,KY,Covington,15835.0,7834.0,948.0,19067.0,25332.0,no,no,no,no
MGM MIRAGE,323,2008,"Hotels, Casinos, Resorts",Financials,NV,Las Vegas,15835.0,7820.3,948.0,19067.0,25332.0,no,no,no,no
Chesapeake Energy Corporation,324,2008,"Mining, Crude-Oil Production",Financials,OK,Oklahoma City,15835.0,7800.0,948.0,19067.0,25332.0,no,no,no,no
"Crown Holdings, Inc.",325,2008,"Packaging, Containers",Financials,PA,Philadelphia,15835.0,7727.0,948.0,19067.0,25332.0,no,no,no,no
eBay Inc.,326,2008,Internet Services and Retailing,Financials,CA,San Jose,15835.0,7672.3,948.0,19067.0,25332.0,no,no,no,no
Pilgrim's Pride Corporation,327,2008,Food Production,Financials,TX,Pittsburg,15835.0,7598.6,948.0,19067.0,25332.0,no,no,no,no
"Mohawk Industries, Inc.",328,2008,zMiscellaneous,Financials,GA,Calhoun,15835.0,7586.0,948.0,19067.0,25332.0,no,no,no,no
Ameren Corporation,329,2008,Utilities: Gas and Electric,Financials,MO,St. Louis,15835.0,7546.0,948.0,19067.0,25332.0,no,no,no,no
"Community Health Systems, Inc.",330,2008,Health Care: Medical Facilities,Financials,TN,Franklin,15835.0,7545.2,948.0,19067.0,25332.0,no,no,no,no
Dover Corporation,331,2008,Industrial and Farm Equipment,Financials,NY,New York,15835.0,7487.2,948.0,19067.0,25332.0,no,no,no,no
"Gannett Co., Inc.",332,2008,"Publishing, Printing",Financials,VA,McLean,15835.0,7480.5,948.0,19067.0,25332.0,no,no,no,no
"CarMax, Inc.",333,2008,"Automotive Retailing, Services",Financials,VA,Richmond,15835.0,7465.7,948.0,19067.0,25332.0,no,no,no,no
Smurfit-Stone Container Corporation,334,2008,"Packaging, Containers",Financials,IL,Chicago,15835.0,7420.0,948.0,19067.0,25332.0,no,no,no,no
V.F. Corporation,335,2008,Apparel,Financials,NC,Greensboro,15835.0,7415.5,948.0,19067.0,25332.0,no,no,no,no
Ball Corporation,336,2008,"Packaging, Containers",Financials,CO,Broomfield,15835.0,7389.7,948.0,19067.0,25332.0,no,no,no,no
Eastman Chemical Company,337,2008,Chemicals,Financials,TN,Kingsport,15835.0,7372.0,948.0,19067.0,25332.0,no,no,no,no
"Clear Channel Communications, Inc.",339,2008,Entertainment,Financials,TX,San Antonio,15835.0,7363.5,948.0,19067.0,25332.0,no,no,no,no
KB Home,340,2008,Homebuilders,Financials,CA,Los Angeles,15835.0,7328.4,948.0,19067.0,25332.0,no,no,no,no
"C. H. Robinson Worldwide, Inc.",341,2008,Transportation and Logistics,Financials,MN,Eden Prairie,15835.0,7316.2,948.0,19067.0,25332.0,no,no,no,no
"Western Refining, Inc.",342,2008,Petroleum Refining,Financials,TX,El Paso,15835.0,7305.0,948.0,19067.0,25332.0,no,no,no,no
"Enbridge Energy Partners, L.P.",343,2008,Pipelines,Financials,TX,Houston,15835.0,7282.6,948.0,19067.0,25332.0,no,no,no,no
"Targa Resources, Inc.",344,2008,Pipelines,Financials,TX,Houston,15835.0,7269.7,948.0,19067.0,25332.0,no,no,no,no
Reliance Steel & Aluminum Co.,345,2008,Wholesalers: Diversified,Financials,CA,Los Angeles,15835.0,7265.6,948.0,19067.0,25332.0,no,no,no,no
PPL Corporation,346,2008,Utilities: Gas and Electric,Financials,PA,Allentown,15835.0,7245.0,948.0,19067.0,25332.0,no,no,no,no
"Winn-Dixie Stores, Inc.",347,2008,Food & Drug Stores,Financials,FL,Jacksonville,15835.0,7225.3,948.0,19067.0,25332.0,no,no,no,no
GameStop Corp.,348,2008,Specialty Retailers,Financials,TX,Grapevine,15835.0,7094.0,948.0,19067.0,25332.0,no,no,no,no
Dillard's Inc.,349,2008,Household and Personal Products,Financials,NY,New York,15835.0,7037.5,948.0,19067.0,25332.0,no,no,no,no
Synnex Corp.,350,2008,Wholesalers: Electronics and Office Equipment,Financials,CA,Fremont,15835.0,7004.1,948.0,19067.0,25332.0,no,no,no,no
AK Steel Holding Corporation,351,2008,Metals,Financials,OH,West Chester,15835.0,7003.0,948.0,19067.0,25332.0,no,no,no,no
American Family Ins. Group,352,2008,Insurance: Property and Casualty (Stock),Financials,WI,Madison,15835.0,6969.4,948.0,19067.0,25332.0,no,no,no,no
Yahoo! Inc.,353,2008,Internet Services and Retailing,Financials,CA,Sunnyvale,15835.0,6969.3,948.0,19067.0,25332.0,no,no,no,no
"Dole Food Company, Inc.",354,2008,Food Consumer Products,Financials,CA,Westlake Village,15835.0,6944.6,948.0,19067.0,25332.0,no,no,no,no
Federal-Mogul Corporation,355,2008,Motor Vehicles & Parts,Financials,MI,Southfield,15835.0,6913.9,948.0,19067.0,25332.0,no,no,no,no
MeadWestvaco Corporation,356,2008,"Packaging, Containers",Financials,VA,Glen Allen,15835.0,6906.0,948.0,19067.0,25332.0,no,no,no,no
"The Great Atlantic & Pacific Tea Company, Inc.",357,2008,Food & Drug Stores,Financials,NJ,Montvale,15835.0,6850.3,948.0,19067.0,25332.0,no,no,no,no
"Family Dollar Stores, Inc.",358,2008,General Merchandisers,Financials,NC,Matthews,15835.0,6834.3,948.0,19067.0,25332.0,no,no,no,no
AGCO Corporation,359,2008,Industrial and Farm Equipment,Financials,GA,Duluth,15835.0,6828.1,948.0,19067.0,25332.0,no,no,no,no
"Owens & Minor, Inc.",360,2008,Wholesalers: Health Care,Financials,VA,Mechanicsville,15835.0,6800.5,948.0,19067.0,25332.0,no,no,no,no
"Energy Transfer Equity, L.P.",361,2008,Pipelines,Financials,TX,Dallas,15835.0,6792.0,948.0,19067.0,25332.0,no,no,no,no
"The McGraw-Hill Companies, Inc.",362,2008,"Publishing, Printing",Financials,NY,New York,15835.0,6772.3,948.0,19067.0,25332.0,no,no,no,no
"Autoliv, Inc.",363,2008,Motor Vehicles & Parts,Financials,MI,Auburn Hills,15835.0,6769.0,948.0,19067.0,25332.0,no,no,no,no
Global Partners LP,364,2008,Energy,Financials,MA,Waltham,15835.0,6757.8,948.0,19067.0,25332.0,no,no,no,no
Quest Diagnostics Incorporated,365,2008,Health Care: Pharmacy and Other Services,Financials,NJ,Madison,15835.0,6704.9,948.0,19067.0,25332.0,no,no,no,no
CMS Energy Corporation,366,2008,Utilities: Gas and Electric,Financials,MI,Jackson,15835.0,6699.0,948.0,19067.0,25332.0,no,no,no,no
Celanese Corporation,367,2008,Chemicals,Financials,TX,Dallas,15835.0,6641.0,948.0,19067.0,25332.0,no,no,no,no
"Bed Bath & Beyond, Inc.",368,2008,Specialty Retailers,Financials,NJ,Union,15835.0,6617.4,948.0,19067.0,25332.0,no,no,no,no
"Whole Foods Market, Inc.",369,2008,Food & Drug Stores,Financials,TX,Austin,15835.0,6591.8,948.0,19067.0,25332.0,no,no,no,no
IAC/INTERACTIVECORP,370,2008,Internet Services and Retailing,Financials,NY,New York,15835.0,6566.1,948.0,19067.0,25332.0,no,no,no,no
"Ryder System, Inc.",371,2008,"Trucking, Truck Leasing",Financials,FL,Miami,15835.0,6566.0,948.0,19067.0,25332.0,no,no,no,no
The Black & Decker Corporation,372,2008,Industrial and Farm Equipment,Financials,MD,Towson,15835.0,6563.2,948.0,19067.0,25332.0,no,no,no,no
"The Interpublic Group of Companies, Inc.",373,2008,"Advertising, Marketing",Financials,NY,New York,15835.0,6554.2,948.0,19067.0,25332.0,no,no,no,no
Cablevision Systems Corporation,374,2008,Telecommunications,Financials,NY,Bethpage,15835.0,6538.4,948.0,19067.0,25332.0,no,no,no,no
Goodrich Corporation,375,2008,Aerospace & Defense,Financials,NC,Charlotte,15835.0,6535.8,948.0,19067.0,25332.0,no,no,no,no
"Aleris International, Inc.",376,2008,Metals,Financials,OH,Beachwood,15835.0,6528.5,948.0,19067.0,25332.0,no,no,no,no
"W.W. Grainger, Inc.",377,2008,Wholesalers: Diversified,Financials,IL,Lake Forest,15835.0,6418.0,948.0,19067.0,25332.0,no,no,no,no
Newell Rubbermaid Inc.,378,2008,"Home Equipment, Furnishings",Financials,GA,Atlanta,15835.0,6410.9,948.0,19067.0,25332.0,no,no,no,no
"Group 1 Automotive, Inc.",379,2008,"Automotive Retailing, Services",Financials,TX,Houston,15835.0,6393.0,948.0,19067.0,25332.0,no,no,no,no
"Becton, Dickinson and Company",380,2008,Medical Products and Equipment,Financials,NJ,Franklin Lakes,15835.0,6392.8,948.0,19067.0,25332.0,no,no,no,no
Embarq Corporation,381,2008,Telecommunications,Financials,KS,Overland Park,15835.0,6365.0,948.0,19067.0,25332.0,no,no,no,no
Avery Dennison Corporation,382,2008,Chemicals,Financials,CA,Pasadena,15835.0,6307.8,948.0,19067.0,25332.0,no,no,no,no
Oshkosh Corporation,383,2008,Motor Vehicles & Parts,Financials,WI,Oshkosh,15835.0,6307.3,948.0,19067.0,25332.0,no,no,no,no
Performance Food Group Company,384,2008,Wholesalers: Food and Grocery,Financials,VA,Richmond,15835.0,6304.9,948.0,19067.0,25332.0,no,no,no,no
"Peter Kiewit Sons', Inc.",385,2008,Engineering & Construction,Financials,NE,Omaha,15835.0,6237.0,948.0,19067.0,25332.0,no,no,no,no
"Omnicare, Inc.",386,2008,Health Care: Pharmacy and Other Services,Financials,KY,Covington,15835.0,6220.0,948.0,19067.0,25332.0,no,no,no,no
ProLogis,387,2008,Real Estate,Financials,CO,Denver,15835.0,6216.8,948.0,19067.0,25332.0,no,no,no,no
Safeco Corporation,388,2008,Insurance: Property and Casualty (Stock),Financials,WA,Seattle,15835.0,6208.8,948.0,19067.0,25332.0,no,no,no,no
"Franklin Resources, Inc.",389,2008,Securities,Financials,CA,San Mateo,15835.0,6205.8,948.0,19067.0,25332.0,no,no,no,no
Hormel Foods Corporation,390,2008,Food Consumer Products,Financials,MN,Austin,15835.0,6193.0,948.0,19067.0,25332.0,no,no,no,no
NCR Corporation,391,2008,"Computers, Office Equipment",Financials,OH,Dayton,15835.0,6193.0,948.0,19067.0,25332.0,no,no,no,no
Molson Coors Brewing Company,392,2008,Beverages,Financials,CO,Denver,15835.0,6190.6,948.0,19067.0,25332.0,no,no,no,no
Tenneco Inc.,393,2008,Motor Vehicles & Parts,Financials,IL,Lake Forest,15835.0,6184.0,948.0,19067.0,25332.0,no,no,no,no
"AutoZone, Inc.",394,2008,Specialty Retailers,Financials,TN,Memphis,15835.0,6169.8,948.0,19067.0,25332.0,no,no,no,no
TravelCenters of America LLC,395,2008,Specialty Retailers,Financials,OH,Westlake,15835.0,6166.2,948.0,19067.0,25332.0,no,no,no,no
"Starwood Hotels & Resorts Worldwide, Inc.",396,2008,"Hotels, Casinos, Resorts",Financials,NY,White Plains,15835.0,6153.0,948.0,19067.0,25332.0,no,no,no,no
"Harley-Davidson, Inc.",397,2008,Transportation Equipment,Financials,WI,Milwaukee,15835.0,6143.0,948.0,19067.0,25332.0,no,no,no,no
Thrivent Financial for Lutherans,398,2008,"Insurance: Life, Health (Mutual)",Financials,MN,Minneapolis,15835.0,6132.6,948.0,19067.0,25332.0,no,no,no,no
Pitney Bowes Inc.,399,2008,"Computers, Office Equipment",Financials,CT,Stamford,15835.0,6129.8,948.0,19067.0,25332.0,no,no,no,no
"Allied Waste Industries, Inc.",400,2008,Waste Management,Financials,AZ,Phoenix,15835.0,6118.1,948.0,19067.0,25332.0,no,no,no,no
Stryker Corporation,401,2008,Medical Products and Equipment,Financials,MI,Kalamazoo,15835.0,6107.9,948.0,19067.0,25332.0,no,no,no,no
The Charles Schwab Corporation,402,2008,Securities,Financials,CA,San Francisco,15835.0,6063.0,948.0,19067.0,25332.0,no,no,no,no
"NRG Energy, Inc.",403,2008,Energy,Financials,NJ,Princeton,15835.0,6039.0,948.0,19067.0,25332.0,no,no,no,no
"CB Richard Ellis Group, Inc.",404,2008,Real Estate,Financials,CA,Los Angeles,15835.0,6036.4,948.0,19067.0,25332.0,no,no,no,no
"The Pantry, Inc.",405,2008,Specialty Retailers,Financials,NC,Sanford,15835.0,6015.1,948.0,19067.0,25332.0,no,no,no,no
"Advanced Micro Devices, Inc.",406,2008,Semiconductors and Other Electronic Components,Financials,CA,Sunnyvale,15835.0,6013.0,948.0,19067.0,25332.0,no,no,no,no
"Emcor Group, Inc.",407,2008,Engineering & Construction,Financials,CT,Norwalk,15835.0,6006.2,948.0,19067.0,25332.0,no,no,no,no
"WESCO International, Inc.",408,2008,Wholesalers: Diversified,Financials,PA,Pittsburgh,15835.0,6003.5,948.0,19067.0,25332.0,no,no,no,no
"Charter Communications, Inc.",409,2008,Telecommunications,Financials,MO,St. Louis,15835.0,6002.0,948.0,19067.0,25332.0,no,no,no,no
"Henry Schein, Inc.",410,2008,Wholesalers: Health Care,Financials,NY,Melville,15835.0,6001.3,948.0,19067.0,25332.0,no,no,no,no
"Avis Budget Group, Inc.",411,2008,"Automotive Retailing, Services",Financials,NJ,Parsippany,15835.0,5986.0,948.0,19067.0,25332.0,no,no,no,no
"Ross Stores, Inc.",412,2008,Specialty Retailers,Financials,CA,Pleasanton,15835.0,5975.2,948.0,19067.0,25332.0,no,no,no,no
